text,label,label_name,clean_text
"How much is enough? Ok, everyday I walk for about four hours with my son in his stroller. Then I also eat small meals through the day. I also have an ab lounge. How many crunches should I do on the ab lounge? Should I walk more? I drink plenty of water and eat very healthy, but I don't seem to be losing any weight. Please help with any other ideas...",2,Health,much enough everyday walk four hours son stroller also eat small meals day also lounge many crunches lounge walk drink plenty water eat healthy dont seem losing weight please help ideas
how would A person learn to make commercial fireworks? ,3,Education & Reference,would person learn make commercial fireworks
Volleyball tournement in Colorado? Is any junior high girl going to a tournement in colorado tomarrow in Fort Morgan?,5,Sports,volleyball tournement colorado junior high girl going tournement colorado tomarrow fort morgan
"what makes a good qb? im mean really what are the esencial of a good qb, and who matchs that",5,Sports,makes good mean really esencial good matchs
How can I lose 10 lbs before summer vacation? Summer Vacation is starting June 11th about!,2,Health,lose lbs summer vacation summer vacation starting june
"Why didn't Bush have military planes in the area after the lst 9-11  attack? He was interrupted from reading his favorite\nbedtime story...My Pet Goat...to be told\nthe lst tower was attacked...my questions are...\n\nWHY didn't he order our military to be in \nthe area promptly...and why didn't our \nmilitary radar screen catch the 2nd plane in the\nsame area, 19 minutes later? Did they shut\ntheir radar screens off after the lst attack?\n\nIf Bush was President at the moment \n(How many Repugs will say Clinton \nwas president at the time of 9-11?)\nSo IF Bush was the President...\nWhy didn't he respond like a President\nshould to the disaster that was happening on \nHIS watch?",9,Politics & Government,didnt bush military planes area lst attack interrupted reading favoritenbedtime storymy pet goatto toldnthe lst tower attackedmy questions arennwhy didnt order military nthe area promptlyand didnt nmilitary radar screen catch plane thensame area minutes later shutntheir radar screens lst attacknnif bush president moment nhow many repugs say clinton nwas president time nso bush presidentnwhy didnt respond like presidentnshould disaster happening nhis watch
i have a knee pain whom should i consult a physical therapy or chiropractic ??????????? ,2,Health,knee pain consult physical therapy chiropractic
How would you feel if you found out you were pregnant? ,2,Health,would feel found pregnant
Why guys with british accent are twice sexy??? I mean its true at least in the movies what about real life guys???,0,Society & Culture,guys british accent twice sexy mean true least movies real life guys
"""Not all movements are due to muscular contraction."" Can any1 explain why? Tnx!? ",1,Science & Mathematics,movements due muscular contraction explain tnx
did arnold schwartzenegger and The Rock use steroids? ,7,Entertainment & Music,arnold schwartzenegger rock use steroids
how do I network a dsl account? I have a sbc dsl line in my room. How do i get it into my roomate's room? The modem I use is a speedstream5100 ethernet ADSL Modem. The account allows five dsl connections and one outside dial-up line.,4,Computers & Internet,network dsl account sbc dsl line room get roomates room modem use speedstream ethernet adsl modem account allows five dsl connections one outside dialup line
if you melt dry ice can you swim without getting wet? ,1,Science & Mathematics,melt dry ice swim without getting wet
"Child Molesters, Zero tolerance? Mark Leno, the openly gay state assemblyman from San Francisco, proposed that a first time CHILD molester should not be charged with a felony if he only has 25 dvd's of CHILD porn!\n\nHas another mans genital up his rear end made him looney?",9,Politics & Government,child molesters zero tolerance mark leno openly gay state assemblyman san francisco proposed first time child molester charged felony dvds child pornnnhas another mans genital rear end made looney
"How do you talk to your mother? (girl stuff)? Me and my mom never talk. We use to be a lot closer a few years ago but she always worked and I begged her to take some more time off and she never did so I guess I have stopped trying and also stopped are relationship. I'm not sure if that’s it but... Anyway how do you talk to your mom about everything (girl stuff) periods, hair, shaving, nails, make up, tampons, sex, everything. Both of my parents have barley even talked to me about sex and I'm 15. All they have said is ""boys will talk you into things and you shouldn't do it, they just use you"". I don't even think they used the word sex once in there short sentence they had to say to me. and how do I talk to her if I want to use tampons. I can’t even talk to my mom about getting a hair cut. Most of the time I don’t want to bother her, I feel I’m only in her way.\nDon't just say talk to her its not always that easy.\nPlease, I appreciate your help. If you would like to help me more email me I have more to say that you can understand.",8,Family & Relationships,talk mother girl stuff mom never talk use lot closer years ago always worked begged take time never guess stopped trying also stopped relationship sure thats anyway talk mom everything girl stuff periods hair shaving nails make tampons sex everything parents barley even talked sex said boys talk things shouldnt use dont even think used word sex short sentence say talk want use tampons cant even talk mom getting hair cut time dont want bother feel wayndont say talk always easynplease appreciate help would like help email say understand
who sings someday in the verizon commercial? ,7,Entertainment & Music,sings someday verizon commercial
will a computer with this motherboard still access the internet? Im looking at building a pc for gaming will this board work on the internet as well?\nhttp://www.tigerdirect.com/applications/SearchTools/item-details.asp?EdpNo=1433885&sku=A458-2116,4,Computers & Internet,computer motherboard still access internet looking building gaming board work internet welln
What's the best thing that's happened to you over the last seven days? ,6,Business & Finance,whats best thing thats happened last seven days
What is it? A shirt you've been wanting is now 20% off. If you paid $19.44 what was the original price? (neglect any taxes),1,Science & Mathematics,shirt youve wanting paid original price neglect taxes
"Single Females In L.A? Do you like Colombian or Dominican ethnicity in guys.  If so, my email is jcepeda88@yahoo.com or type the name jonny cepeda in myspace",8,Family & Relationships,single females like colombian dominican ethnicity guys email jcepedayahoocom type name jonny cepeda myspace
What is the name of the current President in China? Full name of todays President in China.,9,Politics & Government,name current president china full name todays president china
How do I get involved coaching within an established football club? ,5,Sports,get involved coaching within established football club
calling all Democrats your going to win? ,9,Politics & Government,calling democrats going win
is getting your period contagious? what i mean to say is if you have a sleepover at your friends house and shes on her period and you had it just two weeks before is it possible to get your period now?,2,Health,getting period contagious mean say sleepover friends house shes period two weeks possible get period
Combs of HANNITY AND COMBS is graduate of Hofstra University on Long Island.  Name 3 other celebrities from HU ,0,Society & Culture,combs hannity combs graduate hofstra university long island name celebrities
is there anyway to hide my myspace profile pic from people that I have not yet accepted as my friend? is there like some kind of code i can find for it?,4,Computers & Internet,anyway hide myspace profile pic people yet accepted friend like kind code find
Why are there so many people out there who abuse children? It seems as if all you hear in the news anymore is how a person has murdered or abused a child. What possesses a person to do this?,9,Politics & Government,many people abuse children seems hear news anymore person murdered abused child possesses person
"In the cartoon series, Scooby Do, Where Are You?, what is Shaggy's real name? The other characters are as follows: Freddy Jones, Daphne Blake, and Velma Dinkley.",7,Entertainment & Music,cartoon series scooby shaggys real name characters follows freddy jones daphne blake velma dinkley
"Ears popped from swimming? I must of either popped my ears while I dived/surfaced to fast or just got alot of water in my ears.The thing is I can still hear...but its like that feeling you get when you just took off on a plane.Its been a day like this.I dried my ears and use ear swabs I did get some water and wax out but my ear still seems to be ""popped"".",2,Health,ears popped swimming must either popped ears divedsurfaced fast got alot water earsthe thing still hearbut like feeling get took planeits day like thisi dried ears use ear swabs get water wax ear still seems popped
"I Don't Know What He's Thinking... Guys... Please Help!? This guy and I have had this thing for a while now, and he used to like me (it's basically proven.. i mean big, major signs) but we're both shy when it comes to this, and we haven't talked for so long... i don't know whats going on. I really love and care for him, but i've noticed that whenever he sees me, he gets kind of tense... and kind of freezes up. My friend says he gets really nervous when she says my name. He'll stare and listen to me closely, but when i try to initiate eye contact, he'll turn his head away from me immediately. . . once in a while, he'll keep eye contact for a while, and theres look in his eye that makes me melt... it really feels like he still cares, but it's mostly body language. I know it's hard to tell since we haven't talked for so long, but do you think he still has feelings for me?",8,Family & Relationships,dont know hes thinking guys please help guy thing used like basically proven mean big major signs shy comes havent talked long dont know whats going really love care ive noticed whenever sees gets kind tense kind freezes friend says gets really nervous says name hell stare listen closely try initiate eye contact hell turn head away immediately hell keep eye contact theres look eye makes melt really feels like still cares mostly body language know hard tell since havent talked long think still feelings
WHO GOT DA BEST Defence IN NFL? ,5,Sports,got best defence nfl
"friends..ack help!? and i have just recently been accepted by them, so i want to enjoy that new girl in the group feeling.\nand this group is really perfect for me and where i am in my life right now\nbut my close friend is trying to do the same thing as me.. and honestly i don't want her as involved in the group as i am.\nwhat do i do?!?! \n\nAdditional Details\n\n2 hours ago\nim so sorry i hadn't said this before,\nbut, she has recently told me that she usues people.. everyone she knows.. and she often steals the spoytlight, it is something she can just do and this was kind of my way of having something not related to her, wehre i could .. be special in some way.\n\n2 hours ago\nagh and not accepted as they wouldnt take me before, but that i am not just a casual person who hangs with them, im there or invited everytime something happens",8,Family & Relationships,friendsack help recently accepted want enjoy new girl group feelingnand group really perfect life right nownbut close friend trying thing honestly dont want involved group amnwhat nnadditional detailsnn hours agonim sorry hadnt said beforenbut recently told usues people everyone knows often steals spoytlight something kind way something related wehre could special waynn hours agonagh accepted wouldnt take casual person hangs invited everytime something happens
"What is an ""Alberta Clipper"", explain? Concerns weather.",1,Science & Mathematics,alberta clipper explain concerns weather
who was john f. pershing? ,9,Politics & Government,john pershing
"how to write an essay on group dynamics (to include tuckmans theory? i am looking for advice on how to start writing an essay on group dynamics, what the best approach would be, and knowing what to include in the introduction. Any advice would be most welcomed!!",3,Education & Reference,write essay group dynamics include tuckmans theory looking advice start writing essay group dynamics best approach would knowing include introduction advice would welcomed
"What amount of equity do we have to give up for raising money for a startup? We're a startup with a really good concept/idea that can sell and we are various offers, we are entertaining various offers, some asking for large chunks of equity but guaranteed immediate moderate amounts of cash, the others are willing to give larger for smaller stake sold but take longer? What is the optimal amount to give up for the capital you need?",6,Business & Finance,amount equity give raising money startup startup really good conceptidea sell various offers entertaining various offers asking large chunks equity guaranteed immediate moderate amounts cash others willing give larger smaller stake sold take longer optimal amount give capital need
how to find a lost contect if u have only name n city he resides? ,4,Computers & Internet,find lost contect name city resides
"Panic! At The Disco Philadelphia Wachovia Center 11/19? Hi! Is anybody going to this concert? I'm going to miss it because of my dear mother's rules. Could somebody film it or take pictures and send it to me? Or scans of any autographs you get? Any merch sold there possibly? You would be my best friend if you did that. They are my fave band and I'm pissed as ever that I can't see them live. Please, you'd be helping out a fellow fan in need (i'm a true fan, just because I'm 12 doesn't mean I'm an omg fangirl who's obsessed over their looks. Their music means a lot to me!). Don't suggest youtube or anything like that. I want feedback from somebody who'll actually go to the show and tell and show me about it. Panic! At The Disco ROX!",7,Entertainment & Music,panic disco philadelphia wachovia center anybody going concert going miss dear mothers rules could somebody film take pictures send scans autographs get merch sold possibly would best friend fave band pissed ever cant see live please youd helping fellow fan need true fan doesnt mean omg fangirl whos obsessed looks music means lot dont suggest youtube anything like want feedback somebody wholl actually show tell show panic disco rox
flu shots in ct? ,2,Health,flu shots
i am in 7th grade and i have a boyfriend in 9th grade is that ok? i really like him,8,Family & Relationships,grade boyfriend grade really like
Has anyone ever seen a real ghost before? ,0,Society & Culture,anyone ever seen real ghost
"How can i become a coach? i am loking for a socer league, or any information on becoming a soccer coach, in  Riverside Ca",5,Sports,become coach loking socer league information becoming soccer coach riverside
What are Armor Piercing Rounds made of? ,6,Business & Finance,armor piercing rounds made
why is some rocks able to sink and others arent ?? ,1,Science & Mathematics,rocks able sink others arent
what should you say or do (if anything) if your boyfriend joins an internet dating/porn site? ,8,Family & Relationships,say anything boyfriend joins internet datingporn site
on a gram stain is enterbacter cloacae a gram neg. rod? ,1,Science & Mathematics,gram stain enterbacter cloacae gram neg rod
"Can anyone give me a song? Ok, so my junior year is almost here and I am directing a high school men's choir for their spring concert. They are a bunch of fun loving guys who like to sing more pop-ish oldie songs like Billy Joel and Queen I'm not sure what song I want to direct yet, any suggestions?",7,Entertainment & Music,anyone give song junior year almost directing high school mens choir spring concert bunch fun loving guys like sing popish oldie songs like billy joel queen sure song want direct yet suggestions
Has anyone ever cooked an egg with your cell phone ?? What if you are talking 1 or 2 hrs with cell phone? Will the brain being cooked ? like this case: \nhttp://www.rense.com/general72/cellcook.htm,2,Health,anyone ever cooked egg cell phone talking hrs cell phone brain cooked like case
"How to figure out grad in my class with weighted scores? I'm a college student and I want to check my current grade in one of my classes, but I'm not sure how to do it. Obviously, for each homework, quiz and test I would take my grade and divide by the total number of points, but each homework, quiz ad test are ""weighted"" meaning. The homeworks are worth less % of the overall grade then the quizzes or tests.\nSo for example say I got got a 85 out of 100 possible points on a homework and the ""weight"" of the homework is 0.83% of the total grade ad then I got a 75 out of 100 on a quiz that's worth 3.75% of the grade and then I got a 80 out o 100 on a test that's worth 12.75% of the total grade then what would be my current grade in this class? How do I compute is?",1,Science & Mathematics,figure grad class weighted scores college student want check current grade one classes sure obviously homework quiz test would take grade divide total number points homework quiz test weighted meaning homeworks worth less overall grade quizzes testsnso example say got got possible points homework weight homework total grade got quiz thats worth grade got test thats worth total grade would current grade class compute
Is there any jobs out there for 17 year old teen? I'M SORRY JUST UP DATING AND LETTING EVERYONE KNOW THAT I LIVE IN PLAINFEILD ILLINOIS AND I'M 17 YEARS OLD AND I'M LOOKING FOR A JOB IN OR NEAR PLAINFEILD ILLINOIS CAN ANYONE HELP ME???,6,Business & Finance,jobs year old teen sorry dating letting everyone know live plainfeild illinois years old looking job near plainfeild illinois anyone help
do you believe in ghosts? does the spirit survive the dead corpse?,0,Society & Culture,believe ghosts spirit survive dead corpse
What are the differences between science and technology? Or is there?,1,Science & Mathematics,differences science technology
what is asian civilization? ,0,Society & Culture,asian civilization
"I'm mid 40's she's late 20's & beautiful...she says she is what I need, and I what she needs.? What issues can I expect? she wants no kids, is tired of players & wants to settle down...I've been divorced 2 yrs out of 25 yr marriage..anyone been there done that, need your advice or opinions..thanks.",8,Family & Relationships,mid shes late beautifulshe says need needs issues expect wants kids tired players wants settle downive divorced yrs marriageanyone done need advice opinionsthanks
How do you do a kickflip on a sk8board? I can flip the board but i have trouble getting the board high enough.,5,Sports,kickflip skboard flip board trouble getting board high enough
what is Mark Shapiro (the CEO of Six Flags) email address? his personal email would be perfered.,7,Entertainment & Music,mark shapiro ceo six flags email address personal email would perfered
any one have info on Iowa college fight between wrestlers and basketball players? I was told that this fight happened i think at either Iowa State or University of Iowa. The wrestlers were suspended and the basketball players ended up in the hospital. I want to get some info or an article on this so i can show my History teacher who makes fun of me for wrestling. He happens to be the head basketball coach at my school.,5,Sports,one info iowa college fight wrestlers basketball players told fight happened think either iowa state university iowa wrestlers suspended basketball players ended hospital want get info article show history teacher makes fun wrestling happens head basketball coach school
"Why does Boston always end up with crappy players? What is their GM Danny Ainge thinking?\n\nNow, in addition to Paul Pierce, he's adding Sebastian Telfair?\n\nWay to score another mediocre player. Is it time for Ainge to leave?",5,Sports,boston always end crappy players danny ainge thinkingnnnow addition paul pierce hes adding sebastian telfairnnway score another mediocre player time ainge leave
How many people will a 13 pound turkey feed?Thanksgiving q? ,0,Society & Culture,many people pound turkey feedthanksgiving
when nba is going to announce the MVP? ,5,Sports,nba going announce mvp
should we consider out sourcing our military personel? we could use mexicans and maybe even some chine'es at much lower cost to reduce the spending on conflicts like the way we got rid of manufacturing jobs. low skilled jobs have disappeared n america and whats lower skill then point and shoot.if we value americans skills would smart educated military personel from america be the best use of there talent we spend around 125.000 to educate from k-12 is this money being wasted by using americans highly skilled and educated americans to point and shoot.other countrys would be happy to give up a few million people to do this if they were only given some inscentives by the U.S.A. lower the price of defending this country and save american lives all at the same time.,9,Politics & Government,consider sourcing military personel could use mexicans maybe even chinees much lower cost reduce spending conflicts like way got rid manufacturing jobs low skilled jobs disappeared america whats lower skill point shootif value americans skills would smart educated military personel america best use talent spend around educate money wasted using americans highly skilled educated americans point shootother countrys would happy give million people given inscentives usa lower price defending country save american lives time
"what are shares and funds, investments? ",6,Business & Finance,shares funds investments
"Where is a complete listing of all Yahoo Finance ticker symbols for all US financial indices & industries? I want a complete listing of financial ticker symbols that Yahoo recognizes for all US indices.  I would also like to see a listing of Yahoo ticker symbols for US industries, if possible.",6,Business & Finance,complete listing yahoo finance ticker symbols financial indices industries want complete listing financial ticker symbols yahoo recognizes indices would also like see listing yahoo ticker symbols industries possible
Who thinks martial arts movies are great? I loved House of Flying Daggers and Hero.,7,Entertainment & Music,thinks martial arts movies great loved house flying daggers hero
"Can anyone tell me the whereabouts of Julie sheridan? I am looking for Julie who used to live in North Cheam in Surrey with her family, I remember her dads name as John. I would love to catch up with her after all these years. We dated briefly in the '90s and used to frequent the Horse and Groom pub in Tooting",8,Family & Relationships,anyone tell whereabouts julie sheridan looking julie used live north cheam surrey family remember dads name john would love catch years dated briefly used frequent horse groom pub tooting
"Females"" If you were a man? What name would you like to have?  and,  Why?",8,Family & Relationships,females man name would like
"Plzz I need help.? Ok this is it. I have this friend and we r in the biggest fite. But i found out to days ago her grandpa died so she had to take an ergant trip to a different country for a ceremony. be4 i herd i was redy to get in her face wen she came bak, but no matter how much i hate her i wanna b there in her time of need, but i dont wanna let fly the shit she caused. is this worth it?",8,Family & Relationships,plzz need help friend biggest fite found days ago grandpa died take ergant trip different country ceremony herd redy get face wen came bak matter much hate wan time need dont wan let fly shit caused worth
"When is Mother's Day, 2006? ",0,Society & Culture,mothers day
"Hepatitis c, so deadly why not more research and education? 150 to 200 million infected world wide.close to 5 million in u.s. alone, 10,000 and up deaths in u.s. alone, number one cause of liver transplants.Why not more funding and education?",2,Health,hepatitis deadly research education million infected world wideclose million alone deaths alone number one cause liver transplantswhy funding education
"a bad sign? I cannot sleep very well with him unless i had couple drink before bed.? he likes to talk a lot. I am fine with that as obviously he has much more life story than me. i m only 22.\nI m happy to be a listener.\nbut something i dont feel very comfortable with is that: \nhe is old smart clever something. like parents can see me through.\ni can feel easy with boys similar to my age. can feel power over them.\nbut this one makes me nervous that i m not even very open. not talk very much and prefer to listen to him and observe him.\nsometimes he try to be pushy to get to know me more. and bit judgemental about it. for example. I said i married before. he will immediately say ; O. for visa? (actually, believe or not, I did love my 1st husband. not for visa).\nso that makes not very happy --his judgemental. he thinks he is worldly and successful--(well he is very succssful indeed and ego also--no doubt. ferrai. boat.. etc. spoiled by supermodels daily in his company).\nso that night i cannot sleep well at all all night. \nit is not a good sign. :(\n\nI",8,Family & Relationships,bad sign sleep well unless couple drink bed likes talk lot fine obviously much life story happy listenernbut something dont feel comfortable nhe old smart clever something like parents see throughni feel easy boys similar age feel power themnbut one makes nervous even open talk much prefer listen observe himnsometimes try pushy get know bit judgemental example said married immediately say visa actually believe love husband visanso makes happy judgemental thinks worldly successfulwell succssful indeed ego alsono doubt ferrai boat etc spoiled supermodels daily companynso night sleep well night nit good sign nni
what is a Presbyterian church? ,3,Education & Reference,presbyterian church
"Do you realize if something were to happen to Pres. Bush or Cheney, the next in line is liberal Pelosi? ",9,Politics & Government,realize something happen pres bush cheney next line liberal pelosi
"How come people say they ate the last piece of gum, when they really just chew it? ",7,Entertainment & Music,come people say ate last piece gum really chew
When is Scary Movie 4 coming out on DVD? i love that movie!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,7,Entertainment & Music,scary movie coming dvd love movie
where do i find millionaires with cash to giveaway? i need cash cant make enough to live everythings too expensive with no help,6,Business & Finance,find millionaires cash giveaway need cash cant make enough live everythings expensive help
Where can I get Andro products from other countries ? I know US banned it but I still was hoping I can get some from somewhere else other than US. Thanx.,2,Health,get andro products countries know banned still hoping get somewhere else thanx
"How does one ""get jiggy""? ",0,Society & Culture,one get jiggy
What do you like better day or night? Why? ,0,Society & Culture,like better day night
"How long after a recruiter says he's got a perfect job for me should I wait for interview? It's an engineering job, I will have to relocate.  Anyone have any ideas on time frames of steps until I work there?",6,Business & Finance,long recruiter says hes got perfect job wait interview engineering job relocate anyone ideas time frames steps work
Why do researchers employ the double-blind procedure? Psychological research,1,Science & Mathematics,researchers employ doubleblind procedure psychological research
"we are searching for anybodyWho went to Hackney free & Parochial School Between? 1964 - 1971/2. for apossible reunion Especially If you were in Forms 1(1),1(2),or 1(3) in your first year there. There are,at present two f us that are searching. Myself, Richard Davis & Susan Holloway. If You are out there please contact me It would be so good to get together after all those years. HereS hoping !",8,Family & Relationships,searching anybodywho went hackney free parochial school apossible reunion especially forms first year areat present two searching richard davis susan holloway please contact would good get together years heres hoping
"I CHLOROFORMED MY HOT GIRLFRIEND, SHOULD I TAKE HER TO THE HOSPITAL? Why? ..SO I CAN SEE THIS HOT SEXY NURSE AGAIN? hmmm...",8,Family & Relationships,chloroformed hot girlfriend take hospital see hot sexy nurse hmmm
"I have caught myself masturbating in a place ..? ..where i was masturbating for the purpose of others to catch me masturbating, this is disturbing and illegal. Should I turn myself in to the local police or forget it happened and hope it never happens again?",2,Health,caught masturbating place masturbating purpose others catch masturbating disturbing illegal turn local police forget happened hope never happens
How can we judge a person? ,0,Society & Culture,judge person
"Does this sentence sound right for native speakers of English:""we have to make a promise towards ourselves"" ",3,Education & Reference,sentence sound right native speakers englishwe make promise towards
How cam I transfer MV tapes to a computer? ,4,Computers & Internet,cam transfer tapes computer
"Can anybody solve my problem? See details…? We are in love since 2 years.I have two sisters & I’m the elder sister, I’ve to think about their future. I hardly thinking about my parents reputation. So I fall in confusion about my next step. Dear friends plz give some suggestions",8,Family & Relationships,anybody solve problem see details love since yearsi two sisters elder sister ive think future hardly thinking parents reputation fall confusion next step dear friends plz give suggestions
Whether the Universe has boundary? ,1,Science & Mathematics,whether universe boundary
"Why can't some people pick the correct category to post a question? I see questions here that have nothing to do with the category. Why don't people take a little time and not post the question just any place, but the right place. That's kind of rude.",0,Society & Culture,cant people pick correct category post question see questions nothing category dont people take little time post question place right place thats kind rude
Why do teachers teach things we do not need in life.? ,3,Education & Reference,teachers teach things need life
Where is the best place to find instrumental versions of hiphop tracks? any advise would be very helpful. I'm looking for the loop behind Gangstarr's I'm the Man (Jeru the damager sequence),7,Entertainment & Music,best place find instrumental versions hiphop tracks advise would helpful looking loop behind gangstarrs man jeru damager sequence
can i find a pediatric specialist want to share medical informations? ,1,Science & Mathematics,find pediatric specialist want share medical informations
"Is There Any Fossil Record To Verify The Theory Of Evolution? ""There is no need to apologize any longer for the poverty of the fossil record. In some ways, it has become almost unmanageably rich and discovery is outpacing integration… The fossil record nevertheless continues to be composed mainly of gaps.""\n\n T.N. George, ""Fossils in Evolutionary Perspective"", Science Progress, vol.48, (January 1960), p.1-3 \n\nhttp://www.evolutiondeceit.com",0,Society & Culture,fossil record verify theory evolution need apologize longer poverty fossil record ways become almost unmanageably rich discovery outpacing integration fossil record nevertheless continues composed mainly gapsnn george fossils evolutionary perspective science progress vol january
How do you filter out the noise? Read detail? I made a simple am radio. I used a computer speaker as the speaker (which has it's own power supply). When it's on there is low humming noise. How do I reduce this humming noise?,1,Science & Mathematics,filter noise read detail made simple radio used computer speaker speaker power supply low humming noise reduce humming noise
Why do STRAIT men make fun of you because your bi?? I have this guy who makes fun of me all the time because I'm bi...wy do you think he does it?,8,Family & Relationships,strait men make fun guy makes fun time biwy think
Does anyone know how to include a picture or photo in a mail (yahoo)?? ,4,Computers & Internet,anyone know include picture photo mail yahoo
how long does it takes too puruse a master's degree? yes how many years does it ttake to pursue a master's degree?,3,Education & Reference,long takes puruse masters degree yes many years ttake pursue masters degree
"Relationship? I am a Libra and my husband is a Virgo and I was wondering if we are compatiable signs or not. He is my best friend, but sometimes we fight a lot. We also disagree about a lot of things to. Is there anyone who knows about these 2 signs? Please let me know! Thanks.",7,Entertainment & Music,relationship libra husband virgo wondering compatiable signs best friend sometimes fight lot also disagree lot things anyone knows signs please let know thanks
Why do democrats? worship me?,9,Politics & Government,democrats worship
What is the difference of monkey and chimpanzee? ,3,Education & Reference,difference monkey chimpanzee
what is the name of the most beartiful      in the world? what is the name of the most  beartiful      in the world,2,Health,name beartiful world name beartiful world
the bunyip river changes dramatically from its source to its mouth. discuss? ,1,Science & Mathematics,bunyip river changes dramatically source mouth discuss
"I have Jpeg formate picture, its in low resolution (100kb), Now i wanted to convert  high resolution? Its possible in Photoshop ? How ? I want minimum 25MB with good picture quality",4,Computers & Internet,jpeg formate picture low resolution wanted convert high resolution possible photoshop want minimum good picture quality
Ninja skills? How do ninjas suppress vestibular or equilibrium abnormalities during a kill so that aerial acrobatic maneuvers do not cause them to fall victim themselves?,1,Science & Mathematics,ninja skills ninjas suppress vestibular equilibrium abnormalities kill aerial acrobatic maneuvers cause fall victim
State the three structural differences between DNA and RNA? ,1,Science & Mathematics,state three structural differences dna rna
after death what will happen to us? ,1,Science & Mathematics,death happen
I suffer from alopecia. Anyone else that does? Any opinions? ,2,Health,suffer alopecia anyone else opinions
"How can you get a fair appraisal on your property if the comparisons that are done do not compare. What's fair Comparisons are done to properties which have sold in the past.How many years back should a appraiser go fora fair appraisal? \nWhat is the percentage of increase in property values in the midwest over the past few years. Location is withing 15 miles of Champaign/Urbana, Il",6,Business & Finance,get fair appraisal property comparisons done compare whats fair comparisons done properties sold pasthow many years back appraiser fora fair appraisal nwhat percentage increase property values midwest past years location withing miles champaignurbana
"Who likes Train? I saw them in concert last night and they were awesome. The lead singer, Pat Monohan is freaking HOT!",7,Entertainment & Music,likes train saw concert last night awesome lead singer pat monohan freaking hot
do you think that's a big high school chemistry book?is it smaller in the USA? http://www.43things.com/profile_images/view/farah89\n\nit doesn't contain lots of graphics,3,Education & Reference,think thats big high school chemistry bookis smaller usa doesnt contain lots graphics
"My husband hates baseball - HELP!? Silly question here...My husband absolutely HATES sports, especially baseball.  I, on the other hand, LOVE sports.  My favorite TV show is SportsCenter.  I know, sort of backwards, right?  Hubby's supposed to like sports, and wifey is supposed to hate them.  Any ways to spark my husband's interest in baseball so we don't have to constantly fight over the TV on game nights?",5,Sports,husband hates baseball help silly question heremy husband absolutely hates sports especially baseball hand love sports favorite show sportscenter know sort backwards right hubbys supposed like sports wifey supposed hate ways spark husbands interest baseball dont constantly fight game nights
diff between want and need? ,7,Entertainment & Music,diff want need
Speeding ticket.....should i admit fault and hope for less fine or go to court? I dont even mind paying the money i just need the points removed...is it even worth it to send in that written explanation and admit fault or should i go to court and fight it..,9,Politics & Government,speeding ticketshould admit fault hope less fine court dont even mind paying money need points removedis even worth send written explanation admit fault court fight
Is the core of the earth ever going to cool down? The moons has right? If not what keeps perpetuating the heat ,1,Science & Mathematics,core earth ever going cool moons right keeps perpetuating heat
"Car possession? I don't have a license so therefore I do not drive. However, I have a car in my name that my now ex-boyfriend drives. He pays the car note/insurance. We had an arguement and now he is refusing to take my 1 year old daughter to day care. He's also refusing to even pick her up in the afternoon at least. If I take/pick her up myself, that means I have to walk to and from her daycare everyday. It takes 15-20 mins for me to walk to her daycare, not to mention she's been sick with a cold and the weather is rainy and i'm pretty sure we'll have snow someday. Anyway, I am livid at my ex's decision. He should not take this out on her. Even if I get a license, I cannot afford to pay the car note/insurance. I have good credit and don't want to ruin it. What are my options here? Can I talk to some authority figure about this? It's not fair to my young daughter and I'm willing to take some kind of action on this. i just don't know what I should do. Any suggestions?",9,Politics & Government,car possession dont license therefore drive however car name exboyfriend drives pays car noteinsurance arguement refusing take year old daughter day care hes also refusing even pick afternoon least takepick means walk daycare everyday takes mins walk daycare mention shes sick cold weather rainy pretty sure well snow someday anyway livid exs decision take even get license afford pay car noteinsurance good credit dont want ruin options talk authority figure fair young daughter willing take kind action dont know suggestions
"I need help with my disorder? Well I have ADD. and i was wondering if anyone has it and i also was wondering if there is any support groups anywhere in Effingham, IL. \nMy biggest Question is about school. I am really distracted by homework. I am taking summer classes and i am not getting any homework done. I keep on getting distracted. Either by family, the main problem is TV for me.\nWell i tried concerta, stratera, ritalin and all sort off medicine. I'm on ritalin right now.\nany suggestions \nI NEED HELP!!!!",2,Health,need help disorder well add wondering anyone also wondering support groups anywhere effingham nmy biggest question school really distracted homework taking summer classes getting homework done keep getting distracted either family main problem menwell tried concerta stratera ritalin sort medicine ritalin right nownany suggestions need help
"Happy Birthday All you  Devil Dogs out there,  SEMPER FI !!!!? I know not really a question but it is our beloved birthday, 231st to be exact.  Thanks to all who reply I might even choose one that is great for this moment.",9,Politics & Government,happy birthday devil dogs semper know really question beloved birthday exact thanks reply might even choose one great moment
How do I add my favorite to the tool bar.(to save searches)? ,4,Computers & Internet,add favorite tool barto save searches
what exercise should i do to tone my arms? ,2,Health,exercise tone arms
"If you got admission offers, where would you enroll--Harvard, Yale, Princeton, or Stanford? ",3,Education & Reference,got admission offers would enrollharvard yale princeton stanford
